Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Austria,AUT,7.51324615615048,7.77425973898237,8.29509597793474,7.51875110192905,8.07113180231399,7.74813430456944,7.38707716295308,7.36874814486104,6.86986792967669,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Azerbaijan,AZE,..,3.66627102850185,4.05138348129721,3.56566821757272,3.38822587905988,3.64617987716669,3.82487717012357,3.78506883600917,3.93156060898919,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Bahamas, The",BHS,7.61049559952562,5.60101044009534,4.29090617077172,4.62952859751561,4.5833434950337,5.0918328932149,5.29293703079516,7.42654013360195,6.3232575117291,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bahrain,BHR,25.0588549616781,28.0509107542122,26.7082119882647,23.8117084054483,23.5854808995682,22.4133347519184,20.5148509825668,23.8043569652375,23.4497548258489,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bangladesh,BGD,0.146281294377981,0.211802224728946,0.332727819357918,0.357158767009139,0.393936699015154,0.41201118567064,0.433487963070874,0.442400827683764,0.459141964802809,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Barbados,BRB,4.12649112430581,4.4028949738185,5.84458331380107,5.80725751427443,5.28599737453008,5.44951372233171,5.22210700143829,5.12714639179637,4.49017767348307,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belarus,BLR,..,5.38974529064763,6.62316355451861,6.43968426694044,6.64269666046859,6.76251734899356,6.67999158961994,6.73665225121031,6.70195770525782,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belgium,BEL,10.6396716729644,11.2296676990611,9.75198480892529,9.24961568538969,10.1714652153634,9.04656054666003,8.54647821408693,8.67135248658724,8.32815989783976,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belize,BLZ,1.66191242961952,1.60134241756464,1.42528701843777,1.86895763054703,1.67610569388821,1.82686092007096,1.41582591082296,1.49159889709194,1.407601494481,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Benin,BEN,0.14215759136896,0.232860968567938,0.507237393117284,0.5210631853076,0.553283259010318,0.559693353692425,0.562347006319148,0.580960914297046,0.61421385181193,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bermuda,BMU,8.46810841789435,8.36199116976372,9.94375928791384,7.262934974709,9.34712241262822,6.87235920946658,7.35686286613784,7.05181458746789,8.83831498794885,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,0.238879169148303,0.690660881454302,0.601619231043584,0.544051574760168,0.670263220461739,0.990398509135596,1.0860250183607,1.20322081779333,1.28932137116716,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,0.839700279044911,1.32705678701584,1.37896561979322,1.43354506131319,1.53287064380966,1.60202932168512,1.83546905538859,1.81899738314335,1.93241949870287,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,..,3.66047151012051,5.35493605987248,5.52610300486233,5.71613483199197,6.47538958460123,6.10128008332876,6.08081333725751,6.23471916168303,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,1.9613581999431,2.18746137912679,2.31548317852227,1.90028597663901,2.32592440390577,2.03609106052193,2.02540928486131,2.45671825368674,3.24328763661634,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.39862060903109,1.87111831255912,2.00867025815536,1.88381178441449,2.13293757108779,2.21158723527567,2.3435701150308,2.48841718370983,2.59438828549778,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,4.0098414434117,4.97340760474691,6.30167161381034,6.23946005217983,6.33077431677931,6.30859108992509,6.17405029990529,6.05781938325991,6.07283358118156,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,23.9332380161138,14.1402018359085,24.0468843934903,20.4862470425148,21.1059455259326,24.6071779357534,24.1807638812452,19.2335919707382,22.1247012416688,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,8.5430107903053,5.32803434248386,6.77208754122923,5.73119372396296,5.9649002061902,6.71538056004032,6.11945652602394,5.4506959628306,5.87161586934993,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.066173050745236,0.0897168507561461,0.130556621682392,0.127633337580053,0.125717252121518,0.137496219353131,0.158663009401362,0.179132409048047,0.162018806234081,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.0385970419626197,0.0423950108003711,0.0232194191516493,0.0224623988297369,0.0242600317328871,0.0267619600712467,0.030296972759882,0.0301757695111324,0.0444853762564713,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.278873181761012,0.497272909057895,0.954553681645967,1.055171109318,1.10947800885379,1.21254873865061,0.984565517268215,0.958866077299627,0.933403237234465,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.140577278788661,0.162644455551575,0.280826949501636,0.330259354581565,0.3503305671918,0.358177248053809,0.369259354453103,0.372980821280234,0.437759998009271,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.148054521904757,0.224712545323058,0.293251264293113,0.34608330428841,0.339515019532565,0.28109480266195,0.290648215621545,0.31275573214738,0.314928068034826,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,15.6590703824979,17.3671146940009,16.8751978785393,15.9615601566894,15.723167000507,15.6397596234201,14.8906356432683,14.7119718243749,15.1171587794778,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,9.9702518992403,11.171564276633,11.0163813626573,10.268870097091,10.0416884356928,10.3699252372788,9.30726839698903,9.17205461616213,9.17183803150139,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.0673581016266523,0.0712894801738275,0.0582279687005942,0.057449996934765,0.0593509084471819,0.0622614999978776,0.0653302500258328,0.0660110901885101,0.066593110852834,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.0240081224014199,0.0210985622037555,0.0457804350171068,0.0427181727974423,0.0434961061484444,0.0438655959877126,0.0482001175115416,0.0533286826624467,0.0537776877715938,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,2.51581052054156,3.8534993750145,4.31229432919644,3.96955561568827,4.25171517053079,4.61972953748937,4.67798279651244,4.765865990127,4.68737662371284,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,2.15157090606377,2.69686243322549,5.7019150246668,6.01010243303337,6.56052000702696,7.24151541889549,7.42475091638009,7.55721104480691,7.54390764144927,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.6730257868294,1.43362024086848,1.51640344483477,1.59990565917465,1.65892308211292,1.64912348976912,1.70539858227583,1.89310316137465,1.75953717356061,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.151457504239615,0.189314418362813,0.161805093810529,0.19608111078764,0.23394210749146,0.192025124227075,0.197567788602342,0.237378287255563,0.202814119320239,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.117591196611624,0.0172926184840821,0.0307943994336068,0.0280271564708125,0.0313145508465683,0.0373770882118678,0.0348206856141438,0.0503392133435128,0.0633691910487466,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,0.486838325772591,0.325124227809731,0.318099787750262,0.410345599325953,0.451406104780982,0.500555539551447,0.641061362988395,0.649833427796859,0.635369293307611,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,0.954653350538357,1.3947039862762,1.83535936722543,1.76067779450536,1.66517530273163,1.68266074321907,1.66878006206111,1.61440217270054,1.63095106225335,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.410408539330019,0.406991230847387,0.347554665389543,0.283812054814804,0.341512031739498,0.3469514763384,0.434007997627109,0.486455714550535,0.490206046242236,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,..,4.36957930411207,5.09467724491646,4.77885555413565,4.56613105086015,4.62762981641453,4.21645564043887,4.12395313661313,3.97380490559031,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,3.1509899612373,2.33916137912332,2.69178569224406,2.64140845309341,3.38612744264541,3.16944466192752,3.17660834784583,3.0493621413006,3.04521062360798,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,..,39.445663037189,33.8994032063034,37.7262890532298,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,5.70656288562432,7.34732626160041,7.93029439801472,7.38692403804473,6.92790356343255,6.60156823000707,6.09625641594908,5.1996632561002,5.26035204098901,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czech Republic,CZE,..,12.0768890449527,11.2337728269439,10.3083217859627,10.6525786177933,10.1854822482433,9.61198587926592,9.384891602576,9.16597837581982,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,9.77069869920651,9.61317555419716,8.54335109757298,8.05889560110771,8.40721667045503,7.29638320804399,6.51480084670286,6.86256503195408,5.9357124821143,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.54657366725497,0.475248890722201,0.606017007439236,0.552127049376225,0.607471573619567,0.546278770857464,0.586763278993628,0.678855967739058,0.791961752491876,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,0.827228378873756,1.47362075894139,1.85738807440133,1.85334624942088,1.95053191489362,1.78957862740177,1.88327966242852,1.82337016574586,1.86428591057737,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,1.28484027681204,2.3113012579558,2.14924225757846,2.07081010811283,2.123958664314,2.11709004452436,2.17854455216422,2.08543251745694,2.0699866344335,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.64686955714135,1.64060597076666,2.3442302583647,2.45510427107246,2.44136175575121,2.54391117556386,2.47349501603991,2.61768904438367,2.76170217502084,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,1.32277721735697,2.02166057648738,2.45308047677171,2.50693511001549,2.41019138031345,2.5281673247975,2.47192818505753,2.376329651912,2.19898024634231,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.478002406857947,0.978678941023167,1.0712393710228,1.04980108438988,1.04752291542098,1.0735900822923,1.07099751400282,0.996713368594016,1.00064462317564,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,0.154636566818009,0.740177398534647,5.18537846981523,5.08234968007207,4.91964285714286,6.16274628126603,4.92537981673283,4.76415691499669,4.7338165294876,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,..,0.179415768858828,0.0978990397473348,0.119104459190401,0.116920680325405,0.132758693898348,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,..,10.6362516419289,13.0818344314893,10.9143201837372,13.5996890666366,14.0167329722872,13.3240003749917,15.0937179674916,14.848819173174,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,0.493830198996254,1.11930646990771,0.946100473122288,0.885167383064772,0.862756818637179,0.855951970931836,0.966578750446658,0.856576240153021,0.92871499200446,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.0627606499917773,0.0533483376422177,0.0790840480985417,0.0776191388306392,0.0750938597422405,0.0858039683295198,0.0926228641124991,0.112072453123652,0.119124014522654,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,14.9472202378451,14.587921621736,13.0086418479942,11.8663355112641,12.9912255406797,11.6932397959184,12.13140590967,13.9166512811045,12.2378485729495,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.11726971788073,1.03967712946995,1.06095762088837,0.929697981259837,1.4199790685505,1.25604495978484,1.2131042266677,1.30887617012328,1.32057470823182,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,10.3771689611267,10.1284741400511,10.6371591894379,9.95519427234709,11.5752816522205,10.5444747406961,9.07543335566445,8.68178012315563,8.66072124349448,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,6.42067090678677,5.94666546275395,5.69050141507597,5.43835672666487,5.42898086189895,5.07791149059709,5.07506388727506,5.06217403504859,4.5731821471024,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,2.19973787019534,2.39564103212537,3.20470098298116,3.18952409999209,3.20393547905309,3.08479004458148,2.99619069351461,3.00301248866661,2.91513481726706,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,4.72521770362062,3.81258721718887,2.71610005395692,2.67845740423531,2.93322440419215,2.92996822228023,2.90551833230211,2.90571962024376,2.7682657208219,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.191987853509132,0.199448144407896,0.23083624790063,0.232603869330796,0.255713888079596,0.256174689912693,0.252317680516057,0.232722215170675,0.267684889136388,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,..,1.0266570853043,1.28208511166253,1.56893765711413,1.60839887926643,2.05730529032258,2.2069108496732,2.08113903601695,2.41154199087738,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,..,10.0956398829225,9.50632117752826,8.81859556166104,9.27963401169499,9.1248592104965,9.19929975724339,9.39062341958994,8.88937039483839,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.260957010608234,0.332065263822419,0.392218773284621,0.322460194769617,0.40616280838234,0.391342521848358,0.461562599908002,0.55493014926488,0.536533377780147,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,4.90375120010972,10.7022771007056,12.9956006354638,14.0199660152931,14.0320286842026,13.5022002694207,13.7418433810189,14.5244893736514,15.5134849286092,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,7.28452164170849,8.47843382003456,8.66282428137396,8.27789234499236,7.54018386811447,7.18976291454789,7.24700735925025,6.33661458954141,6.18033726778447,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,9.95893884892086,9.46112099644128,11.7181508308479,10.2217388988513,11.6637729549249,12.4403410089647,10.005016722408,9.80325053555937,8.98918198774314,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,1.10448365755118,1.87646011080605,2.4345521023766,2.42600866763826,2.48724170543672,2.40802284082798,2.57257705179132,2.87379731656422,2.27549830763445,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.549031915907629,0.85106743835994,0.81606028287423,0.82785497388694,0.797292859116729,0.791834914618241,0.78401618067539,0.874180490213843,1.15097799430391,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.166320537306653,0.18650251698748,0.212067120649895,0.214326136141025,0.241201500439589,0.25188429358134,0.228832610363065,0.19929667411108,0.207492620606193,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.170258228948512,0.117983090806279,0.153530324997755,0.154659665438288,0.153196261922513,0.153925623718012,0.154457588763835,0.152655821159147,0.157241166708388,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,1.52440371366417,2.13701163280017,2.08822961916834,2.09980380666038,2.30367581266509,2.37907088506207,2.64888041418633,2.55404897365849,2.63234795184132,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.139971058062473,0.15999052542928,0.2471108535585,0.230376834363998,0.212694146185799,0.218681438265385,0.224883834618984,0.230598509783952,0.270538585794459,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,0.523188172407558,0.771138223158008,1.10159173686956,0.979841745279819,0.973269196554196,1.07222735763207,1.05625722020409,1.04701421899481,1.07522179045218,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,4.79162380576738,6.06746826706677,6.32072364827963,6.04470198485544,5.79112653398252,6.193079501103,6.07328764632662,6.26907896752984,6.39360052562418,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,6.71365062307764,5.46729669489807,5.46350118168737,4.84011144757125,5.02231164868321,4.79790000267757,4.4941289440849,4.25965983098088,4.2655749757664,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,7.84266519115004,7.69378211624971,6.67748114449898,6.44749277077793,6.16852858593703,5.89682897929244,5.61399181830654,5.8669462942143,6.05965740746397,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,0.711562799537377,0.979870442389399,1.31009783272163,1.43184425374633,1.39700890564172,1.47668634979755,1.59809863737809,1.59143785328546,1.73000043156161,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,0.824341653340586,1.24524161289282,1.7638951391433,1.86516540256931,1.76790787941536,2.45684474415599,2.559750232591,1.94509447387694,1.81936331905513,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,3.74316340331467,5.62871214830904,7.43467454741431,7.52200253869157,7.68472866152124,7.80293462388959,8.0016962450964,8.00380876267108,8.28302078741615,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,2.73014988546858,3.07421949277952,3.1997457904574,3.49715293558192,3.64712877455071,4.23564549156204,4.65952390199695,4.88462266415942,4.81183968613452,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,8.88372281638965,10.8347426425178,9.57764129274599,8.88901094176336,8.78361393417548,7.77982216046693,7.73815559101326,7.53811029677652,7.31393980771791,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,7.7888339055794,9.58177945619335,9.3400930385289,8.61247288126536,9.03522325410567,8.90188827937881,9.54796776436382,8.32178547056269,7.86318134790706,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,7.36170458207832,7.912673166227,7.60176496973799,6.79565148637292,6.83837457020099,6.70255761383033,6.20541385845015,5.73294187855659,5.27086678640296,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,3.10695796871764,3.87973829296494,3.65895398122376,2.76063146512834,2.5902683860983,2.77731063480277,2.62666878329823,2.83787402162909,2.59321537046218,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,8.87329283534488,9.62235162366075,9.44953397156087,8.62081638773263,9.14831603810416,9.31742666604085,9.63862828980874,9.7808150653223,9.53870610327163,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,2.92179171832021,3.03886889026931,3.28965478560121,3.20944402646136,2.94896155736461,2.86052357093644,3.05836706152074,2.8988318010275,3.00251472703979,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,..,7.93485418136683,14.8530578665306,13.2567629220034,15.2279873289044,15.646296858992,14.4694178907699,15.4293165175178,14.3631697418223,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.248827871304557,0.331249189400366,0.261618017955056,0.306941207942779,0.294423101516048,0.316754324792202,0.286745420820472,0.297438082252893,0.310415313666165,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.30384466662984,0.34755823045755,0.558766761479074,0.401091798584043,0.607284806920469,0.595656245222443,0.584722313413936,0.574367715483485,0.564368357203643,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People’s Rep.",PRK,..,3.03815129916929,2.92303428136408,2.88916720465555,2.70227950610288,1.94294369398832,1.97380940252999,1.44120605895083,1.61359684123056,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,5.76037425211894,9.52093176005307,10.3474228610228,10.3201094917268,11.4363166269633,11.8029687340986,11.6328245622552,11.7492008400819,11.5703454093401,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,24.290470395763,26.117487288741,31.1917729250398,30.9704949273468,29.8941513627208,28.5265287204749,30.1379123183361,27.3303921064589,25.2238644264961,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,..,0.946245304589254,1.44026980277135,1.26154663496368,1.1718730152903,1.38844086606463,1.80694838778713,1.7207895657039,1.64639533887413,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,0.0499442053393799,0.176149080630416,0.156321265525372,0.204449551335525,0.262420284476794,0.256490776723786,0.264657252209568,0.242789462006416,0.297200883705774,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,..,2.68262296466812,3.62940575624552,3.37649001783189,3.84959345523717,3.54111333202894,3.47174754795094,3.5182409036458,3.49819288166911,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,3.03885733565765,4.71272369184816,4.19055437702366,4.98966904413797,4.6222820517018,4.45551119700948,4.60351183507295,4.27993734768585,4.29573255231446,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,0.919071684815747,0.990975539666902,1.06346722135275,1.09871489281199,1.11597651810712,1.12985680415238,1.15102147059612,1.14996356313354,1.15011103162712,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.225555875554064,0.146195799512016,0.154168462784395,0.135653470209323,0.200619787873991,0.218929837522637,0.245544548772791,0.223290252575012,0.21296766351526,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.2900203553979,8.79682718632737,9.25370943510062,9.47205276608453,10.043749858165,6.41036612410331,8.49977348474362,9.08113628697363,9.18684539340708,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,..,..,1.75400241974058,1.43538556170665,1.52778935088743,1.31455437899846,1.30444657271857,1.39376662865831,1.18522907856816,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,..,3.47572906808217,4.69291649039735,3.95810005703598,4.34861630293916,4.55330131121176,4.62950967158482,4.27365723711993,4.37809012309851,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,26.1976587665314,18.8855122622049,22.3854722193799,20.8771251730172,21.6351358015437,21.1029696323119,20.0842194874808,18.4983197143698,17.3621213728095,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,3.00665532731475,3.81283894770538,2.6022362291678,3.94403907765466,2.62236367462554,2.63626171422123,2.33371316425228,2.05052089031521,2.17984275987167,..,..,..
